Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110099019,426831,429190,1,01-Mar-11,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
110108760,428512,433043,2,01-Mar-11,1730,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car
110108760,428512,433043,2,01-Mar-11,1730,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
110100336,428004,434221,2,02-Mar-11,1043,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
110100336,428004,434221,2,02-Mar-11,1043,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car
110100810,426506,435676,1,02-Mar-11,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,12,Car
110100929,439599,434121,2,02-Mar-11,1459,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,62,Car
110101494,430903,435544,2,02-Mar-11,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
110102015,430356,432108,2,02-Mar-11,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
110102104,419508,445039,2,02-Mar-11,1530,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
110102729,430851,438869,1,03-Mar-11,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Bus or coach (17 or more passenger seats)
110104499,428836,440130,2,03-Mar-11,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,72,Car
110104499,428836,440130,2,03-Mar-11,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,82,Car
110125803,428061,435957,2,03-Mar-11,900,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Pedal cycle
110103803,430798,438592,1,04-Mar-11,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,Bus or coach (17 or more passenger seats)
110103917,435799,426834,2,04-Mar-11,815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Car
110104711,438951,431551,2,04-Mar-11,1705,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
110104859,428371,432520,2,04-Mar-11,2104,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,53,Car
110104862,427904,436184,2,04-Mar-11,2115,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,Car
110105834,430749,434739,2,05-Mar-11,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Car
110105834,430749,434739,2,05-Mar-11,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46,Car
110106096,432391,434898,1,05-Mar-11,1211,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,29,Car
110106363,430011,434440,1,05-Mar-11,1905,A(M),Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,28,Car
110106457,430493,425015,2,05-Mar-11,1835,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,49,Pedal cycle
110106490,439472,446161,2,05-Mar-11,1625,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
110106490,439472,446161,2,05-Mar-11,1625,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,Car
110106578,431041,431342,1,05-Mar-11,2300,Unclassified,Dry,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,19,M/cycle 50cc and under
110107736,427127,435704,2,06-Mar-11,1952,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,53,Car
110107736,427127,435704,2,06-Mar-11,1952,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car
110110607,425088,437085,1,06-Mar-11,1238,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,57,Car
110107895,437641,431524,1,07-Mar-11,136,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,22,Car
110108612,426482,427479,1,07-Mar-11,1105,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,81,Bus or coach (17 or more passenger seats)
110109371,432551,433795,2,07-Mar-11,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Bus or coach (17 or more passenger seats)
110109371,432551,433795,2,07-Mar-11,1730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats)
110109371,432551,433795,2,07-Mar-11,1730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats)
110109371,432551,433795,2,07-Mar-11,1730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,Bus or coach (17 or more passenger seats)
110109447,432351,434936,1,07-Mar-11,1645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
110115358,430958,435759,1,07-Mar-11,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,51,Bus or coach (17 or more passenger seats)
110110723,430073,432249,2,08-Mar-11,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
110110723,430073,432249,2,08-Mar-11,1230,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
110111157,432203,434643,2,08-Mar-11,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,M/cycle 50cc and under
110111827,427787,430716,2,08-Mar-11,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
110111827,427787,430716,2,08-Mar-11,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
110111838,433905,436532,1,09-Mar-11,1115,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,87,Car
110111934,434647,435333,1,09-Mar-11,840,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16,Car
110112068,436699,433841,2,09-Mar-11,1025,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Car
110112851,427912,433638,2,09-Mar-11,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Pedal cycle
110112949,433882,435070,2,09-Mar-11,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,41,Car
110113240,431576,435202,3,09-Mar-11,2055,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,38,Taxi/Private hire car
110113240,431576,435202,3,09-Mar-11,2055,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,33,Car
110113240,431576,435202,3,09-Mar-11,2055,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,35,Taxi/Private hire car
110113240,431576,435202,3,09-Mar-11,2055,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,34,Taxi/Private hire car
110122016,432451,434813,2,09-Mar-11,2030,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,28,Car
110282977,430782,435709,2,09-Mar-11,1805,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,38,Car
110282977,430782,435709,2,09-Mar-11,1805,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Motorcycle over 50cc and up to 125cc
110113445,435029,427793,3,10-Mar-11,608,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Driver,Fatal,Male,24,Motorcycle over 125cc and up to 500cc
110113445,435029,427793,3,10-Mar-11,608,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,60,Goods vehicle 3.5 tonnes mgw and under
110114354,442507,440033,3,10-Mar-11,1320,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
110114385,431876,435537,1,10-Mar-11,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,46,Car
110114506,429931,432968,1,10-Mar-11,1355,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Serious,Female,22,Goods vehicle 7.5 tonnes mgw and over
110114506,429931,432968,1,10-Mar-11,1355,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Fatal,Male,35,Goods vehicle 7.5 tonnes mgw and over
110116588,424776,428060,2,10-Mar-11,815,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,41,Pedal cycle
110117662,431875,430499,2,10-Mar-11,1700,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
110145367,429918,427970,2,10-Mar-11,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,39,M/cycle 50cc and under
110116508,419736,432696,1,11-Mar-11,1850,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,13,Car
110116521,433072,434071,1,11-Mar-11,1620,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,59,Car
110116629,426464,428141,2,11-Mar-11,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,Motorcycle over 50cc and up to 125cc
110116716,436849,435384,1,11-Mar-11,2145,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,30,Car
110117120,432936,440119,2,11-Mar-11,1443,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car
110117120,432936,440119,2,11-Mar-11,1443,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car
110117120,432936,440119,2,11-Mar-11,1443,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
110117169,435782,425973,2,11-Mar-11,1050,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
110116931,428534,437370,1,12-Mar-11,135,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,31,Car
110117576,440102,439647,2,12-Mar-11,1205,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,53,Motorcycle over 500cc
110118131,421647,435585,3,12-Mar-11,1945,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,27,Car
110118185,442768,445319,1,12-Mar-11,2213,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,16,Motorcycle over 50cc and up to 125cc
110120232,432737,434969,1,14-Mar-11,1037,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,57,Bus or coach (17 or more passenger seats)
110120232,432737,434969,1,14-Mar-11,1037,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Bus or coach (17 or more passenger seats)
110120349,436200,434320,1,14-Mar-11,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,77,Car
110122452,431683,435381,2,14-Mar-11,1350,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,65,Car
110122452,431683,435381,2,14-Mar-11,1350,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,67,Car
110122804,424592,432496,1,15-Mar-11,1752,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,40,Car
110122838,432525,427554,2,15-Mar-11,1950,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,Car
110122838,432525,427554,2,15-Mar-11,1950,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,Goods vehicle 3.5 tonnes mgw and under
110122838,432525,427554,2,15-Mar-11,1950,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,Car
110122838,432525,427554,2,15-Mar-11,1950,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,17,Car
110122838,432525,427554,2,15-Mar-11,1950,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
110122872,431002,430598,2,15-Mar-11,1605,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
110123058,434080,428624,2,15-Mar-11,2259,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Female,29,Car
110123333,439829,447283,3,16-Mar-11,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car
110123393,436244,435587,3,16-Mar-11,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
110123393,436244,435587,3,16-Mar-11,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
110123614,433312,441763,2,16-Mar-11,1410,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Serious,Female,41,Car
110123614,433312,441763,2,16-Mar-11,1410,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,55,Car
110124098,420624,441135,1,16-Mar-11,2005,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,59,Car
110124514,422944,443100,2,16-Mar-11,1345,A,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,79,Car
110125032,419590,438468,1,16-Mar-11,1815,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,24,Motorcycle over 125cc and up to 500cc
110124330,440436,446598,1,17-Mar-11,320,A(M),Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Driver,Slight,Male,46,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110124818,431881,430497,2,17-Mar-11,940,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
110125036,426005,427355,2,17-Mar-11,835,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car
110125860,430797,425575,1,17-Mar-11,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,77,Bus or coach (17 or more passenger seats)
110126206,429188,431914,2,17-Mar-11,1845,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car
110126215,432525,427553,2,17-Mar-11,2000,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car
110126215,432525,427553,2,17-Mar-11,2000,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,Car
110126342,431492,434243,1,17-Mar-11,2340,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,26,Car
110138910,429389,434939,1,17-Mar-11,1400,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,Bus or coach (17 or more passenger seats)
110126585,430023,425121,2,18-Mar-11,658,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
110126826,425170,432366,1,18-Mar-11,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,Car
110127079,428621,436942,2,18-Mar-11,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
110127079,428621,436942,2,18-Mar-11,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
110127079,428621,436942,2,18-Mar-11,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
110127079,428621,436942,2,18-Mar-11,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1,Car
110127352,431020,432036,1,18-Mar-11,1040,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,52,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110127389,422832,439630,1,18-Mar-11,1127,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car
110127552,440996,445715,3,18-Mar-11,1515,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
110127552,440996,445715,3,18-Mar-11,1515,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car
110127649,428372,431290,1,18-Mar-11,1621,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
110128826,437042,425877,1,18-Mar-11,1825,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,42,Car
110128826,437042,425877,1,18-Mar-11,1825,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,13,Car
110128826,437042,425877,1,18-Mar-11,1825,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,5,Car
110129101,434217,436980,2,18-Mar-11,1130,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
110128726,432727,434474,2,19-Mar-11,1120,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
110128726,432727,434474,2,19-Mar-11,1120,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
110129049,428787,433274,2,19-Mar-11,1520,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
110130536,431231,433766,2,19-Mar-11,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Pedal cycle
110130480,424930,427638,2,20-Mar-11,1523,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Car
110130803,427221,437087,2,20-Mar-11,2125,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,Car
110132139,428430,428743,2,20-Mar-11,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
110131630,432202,433481,2,21-Mar-11,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
110131630,432202,433481,2,21-Mar-11,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Taxi/Private hire car
110131630,432202,433481,2,21-Mar-11,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Taxi/Private hire car
110131630,432202,433481,2,21-Mar-11,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Taxi/Private hire car
110131959,430622,434199,2,21-Mar-11,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
110131959,430622,434199,2,21-Mar-11,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,23,Motorcycle over 500cc
110132025,440913,431398,2,21-Mar-11,725,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Motorcycle over 500cc
110132272,429956,433147,1,21-Mar-11,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
110132272,429956,433147,1,21-Mar-11,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,36,Motorcycle over 50cc and up to 125cc
110132702,422160,440597,2,21-Mar-11,2045,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
110132702,422160,440597,2,21-Mar-11,2045,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,28,Car
110132808,431147,437054,2,21-Mar-11,2240,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,23,Car
110134140,429956,433158,2,21-Mar-11,700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Pedal cycle
110133119,422682,437271,2,22-Mar-11,918,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,22,Car
110133119,422682,437271,2,22-Mar-11,918,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
110133128,428581,431546,2,22-Mar-11,859,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car
110133571,436324,435580,1,22-Mar-11,1406,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Bus or coach (17 or more passenger seats)
110133705,429694,434566,1,22-Mar-11,1343,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,50,Bus or coach (17 or more passenger seats)
110135012,432422,434833,2,22-Mar-11,1815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
110135012,432422,434833,2,22-Mar-11,1815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Car
110136892,420158,445591,1,22-Mar-11,1210,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,43,Car
110139067,426887,429184,2,22-Mar-11,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Car
110135850,431196,431470,2,23-Mar-11,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Motorcycle over 50cc and up to 125cc
110135850,431196,431470,2,23-Mar-11,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,71,Car
110136129,423620,437875,1,23-Mar-11,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,Bus or coach (17 or more passenger seats)
110136216,422438,433266,1,23-Mar-11,1504,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,13,Car
110136328,421549,434723,2,23-Mar-11,1645,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,32,Motorcycle over 500cc
110138270,422261,428851,1,23-Mar-11,1720,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car
110137056,427646,431150,2,24-Mar-11,809,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
110137689,430684,433452,1,24-Mar-11,1205,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats)
110138245,429138,432053,2,24-Mar-11,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,53,Goods vehicle 3.5 tonnes mgw and under
110138330,430789,433472,2,24-Mar-11,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,44,Pedal cycle
110140152,430797,424357,2,24-Mar-11,1755,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Motorcycle over 500cc
110140180,426961,433113,2,24-Mar-11,1830,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
110140180,426961,433113,2,24-Mar-11,1830,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Car
110140180,426961,433113,2,24-Mar-11,1830,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
110140180,426961,433113,2,24-Mar-11,1830,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Car
110139198,431068,430359,2,25-Mar-11,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66,Bus or coach (17 or more passenger seats)
110139359,430692,439050,1,25-Mar-11,1157,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,56,Car
110140267,420176,440674,2,25-Mar-11,1925,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,30,Motorcycle over 500cc
110140361,434277,432751,2,25-Mar-11,1815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,Car
110140624,424320,435630,1,25-Mar-11,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,Car
110140628,430476,433980,1,25-Mar-11,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Motorcycle over 125cc and up to 500cc
110140978,428061,435956,2,25-Mar-11,2020,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
110140742,428787,433276,4,26-Mar-11,815,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Car
110141024,434145,427752,2,26-Mar-11,1125,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
110141024,434145,427752,2,26-Mar-11,1125,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,64,Car
110141076,431252,445730,2,26-Mar-11,1015,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Pedal cycle
110141747,423270,433901,1,26-Mar-11,1855,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,11,Car
110141883,430075,433856,1,26-Mar-11,2350,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,28,Car
110143066,431540,435162,2,27-Mar-11,2105,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car
110166461,420520,445026,2,27-Mar-11,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,40,Pedal cycle
110192897,431884,435157,2,27-Mar-11,1058,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Car
110143458,428862,433350,2,28-Mar-11,925,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
110143684,431266,429521,1,28-Mar-11,1001,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Bus or coach (17 or more passenger seats)
110143768,429755,434507,1,28-Mar-11,1110,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,28,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110144131,430082,431272,2,28-Mar-11,1304,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
110144943,433314,425884,3,28-Mar-11,2050,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,23,Car
110144943,433314,425884,3,28-Mar-11,2050,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,55,Car
110145972,437127,431083,2,28-Mar-11,1607,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
110147827,430894,432033,3,28-Mar-11,940,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
110145956,431982,435466,2,29-Mar-11,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
110145956,431982,435466,2,29-Mar-11,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Car
110146261,428579,434968,2,29-Mar-11,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
110146346,428437,427346,2,29-Mar-11,1730,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,39,Car
110146346,428437,427346,2,29-Mar-11,1730,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,3,Car
110146365,441073,449409,2,29-Mar-11,1530,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,75,Car
